7076,Vernal Regional Airport
7077,Sierra Blanca Regional Airport
7078,Show Low Regional Airport
7079,McCall Municipal Airport
7080,Lemhi County Airport
7081,Mammoth Yosemite Airport
7082,Friday Harbor Airport
7083,Orcas Island Airport
7085,Astoria Regional Airport
7086,Newport Municipal Airport
7120,Inyokern Airport
7121,Visalia Municipal Airport
7122,Merced Regional Macready Field
7126,Phoenix Goodyear Airport
7254,Alma Airport
7256,Rimouski Airport
7268,Nanaimo Harbour Water Airport
7269,Ganges Seaplane Base
7273,Boundary Bay Airport
7274,Langley Airport
7278,Camaguey-Campo Cuatro Milpas Airport
7415,Eastern WV Regional Airport/Shepherd Field
7494,Rock Hill - York County Airport
7495,Allegheny County Airport
7496,Cecil Airport
7497,Fulton County Airport Brown Field
7511,The Ohio State University Airport - Don Scott Field
7513,Addison Airport
7514,Destin Executive Airport
7522,Kinston Regional Jetport At Stallings Field
7523,First Flight Airport
7579,Provo Municipal Airport
7580,Steamboat Springs Bob Adams Field
7581,Delta Municipal Airport
7582,Richfield Municipal Airport
7583,Carbon County Regional/Buck Davis Field
7584,Los Alamos Airport
7586,Lake Havasu City Airport
7587,Winslow Lindbergh Regional Airport
7588,Douglas Municipal Airport
7621,Bartow Municipal Airport
7629,Livermore Municipal Airport
7630,Mariposa Yosemite Airport
7646,Jacqueline Cochran Regional Airport
7647,Santa Monica Municipal Airport
7648,Bermuda Dunes Airport
7649,Scottsdale Airport
7650,Olympia Regional Airport
7651,Yolo County Davis Woodland Winters Airport
7652,Garfield County Regional Airport
7653,Shively Field
7654,DeKalb Peachtree Airport
7655,Monroe County Airport
7656,Witham Field
7657,Morristown Municipal Airport
7658,Napa County Airport
7659,Brown Field Municipal Airport
7662,Venice Municipal Airport
7663,Palm Beach County Glades Airport
7669,Northwest Florida Beaches International Airport
7670,San Bernardino International Airport
7683,San Carlos Airport
7690,Rocky Mount Wilson Regional Airport
7693,Gillespie Field
7694,San Clemente Island Naval Auxiliary Landing Field
7702,Truckee Tahoe Airport
7712,Cobb County-Mc Collum Field
7716,Dell Flight Strip
7717,Mission Field
7720,Big Timber Airport
7721,Tulip City Airport
7727,Monument Valley Airport
7729,West 30th St. Heliport
7732,Lakeland Linder International Airport
7767,Indianola Municipal Airport
7769,French Valley Airport
7775,Carl R Keller Field
7776,Dayton-Wright Brothers Airport
7777,Richmond Municipal Airport
7778,Findlay Airport
7780,Burlington Executive
7792,Emporia Municipal Airport
7809,Black Hills Airport-Clyde Ice Field
7817,Olive Branch Airport
