253,Charles M. Schulz Sonoma County Airport
416,Aspen-Pitkin Co/Sardy Field
59,Thief River Falls Regional Airport
429,Gunnison Crested Butte Regional Airport
407,Manistee Co Blacker Airport
366,Charlotte County Airport
418,Chautauqua County-Jamestown Airport
420,Shenandoah Valley Regional Airport
329,Dickinson Theodore Roosevelt Regional Airport
79,Sidney - Richland Regional Airport
349,Chadron Municipal Airport
348,Alliance Municipal Airport
448,Mc Cook Ben Nelson Regional Airport
75,Dawson Community Airport
78,L M Clayton Airport
350,San Luis Valley Regional Bergman Field
326,Canyonlands Field
347,Vernal Regional Airport
361,Show Low Regional Airport
250,Mammoth Yosemite Airport
402,Friday Harbor Airport
401,Orcas Island Airport
453,Visalia Municipal Airport
451,Merced Regional Macready Field
371,Provo Municipal Airport
396,Los Alamos Airport
406,Morristown Municipal Airport
290,Northwest Florida Beaches International Airport
38,Trail Airport
147,Hilton Head Airport
370,Ogden Hinckley Airport
